Spne-ST-7943	Spne-gki-4	Spne-spi-6	Spne-aroE-18	Spne-ddl-19	Spne-gdh-5	Spne-recP-4	Spne-xpt-58
Spne-ST-7944	Spne-gki-36	Spne-spi-17	Spne-aroE-2	Spne-ddl-6	Spne-gdh-5	Spne-recP-15	Spne-xpt-21
Spne-ST-7945	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-6	Spne-gdh-5	Spne-recP-18	Spne-xpt-6
Spne-ST-7946	Spne-gki-11	Spne-spi-15	Spne-aroE-5	Spne-ddl-8	Spne-gdh-13	Spne-recP-4	Spne-xpt-1
Spne-ST-7947	Spne-gki-13	Spne-spi-16	Spne-aroE-12	Spne-ddl-18	Spne-gdh-8	Spne-recP-5	Spne-xpt-4
Spne-ST-7948	Spne-gki-1	Spne-spi-10	Spne-aroE-7	Spne-ddl-14	Spne-gdh-13	Spne-recP-6	Spne-xpt-6
Spne-ST-7949	Spne-gki-360	Spne-spi-340	Spne-aroE-1	Spne-ddl-6	Spne-gdh-8	Spne-recP-1	Spne-xpt-4
Spne-ST-7950	Spne-gki-4	Spne-spi-5	Spne-aroE-1	Spne-ddl-8	Spne-gdh-5	Spne-recP-5	Spne-xpt-12
Spne-ST-7951	Spne-gki-9	Spne-spi-6	Spne-aroE-10	Spne-ddl-14	Spne-gdh-13	Spne-recP-1	Spne-xpt-1
Spne-ST-7952	Spne-gki-29	Spne-spi-16	Spne-aroE-12	Spne-ddl-20	Spne-gdh-5	Spne-recP-12	Spne-xpt-4
Spne-ST-7953	Spne-gki-4	Spne-spi-7	Spne-aroE-10	Spne-ddl-9	Spne-gdh-5	Spne-recP-1	Spne-xpt-1
Spne-ST-7954	Spne-gki-2	Spne-spi-7	Spne-aroE-10	Spne-ddl-9	Spne-gdh-18	Spne-recP-1	Spne-xpt-1
Spne-ST-7955	Spne-gki-2	Spne-spi-7	Spne-aroE-10	Spne-ddl-9	Spne-gdh-5	Spne-recP-1	Spne-xpt-1
Spne-ST-7956	Spne-gki-107	Spne-spi-18	Spne-aroE-2	Spne-ddl-14	Spne-gdh-17	Spne-recP-24	Spne-xpt-105
Spne-ST-7957	Spne-gki-14	Spne-spi-6	Spne-aroE-7	Spne-ddl-29	Spne-gdh-1	Spne-recP-1	Spne-xpt-1
Spne-ST-7958	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-521	Spne-gdh-11	Spne-recP-1	Spne-xpt-198
Spne-ST-7959	Spne-gki-9	Spne-spi-94	Spne-aroE-1	Spne-ddl-20	Spne-gdh-5	Spne-recP-12	Spne-xpt-481
Spne-ST-7960	Spne-gki-2	Spne-spi-6	Spne-aroE-241	Spne-ddl-6	Spne-gdh-8	Spne-recP-9	Spne-xpt-4
Spne-ST-7961	Spne-gki-10	Spne-spi-6	Spne-aroE-13	Spne-ddl-14	Spne-gdh-11	Spne-recP-1	Spne-xpt-8
Spne-ST-7962	Spne-gki-19	Spne-spi-6	Spne-aroE-8	Spne-ddl-522	Spne-gdh-16	Spne-recP-15	Spne-xpt-20
Spne-ST-7963	Spne-gki-4	Spne-spi-30	Spne-aroE-4	Spne-ddl-14	Spne-gdh-16	Spne-recP-21	Spne-xpt-20
Spne-ST-7964	Spne-gki-4	Spne-spi-161	Spne-aroE-8	Spne-ddl-523	Spne-gdh-8	Spne-recP-8	Spne-xpt-120
Spne-ST-7965	Spne-gki-2	Spne-spi-341	Spne-aroE-2	Spne-ddl-14	Spne-gdh-13	Spne-recP-5	Spne-xpt-121
Spne-ST-7966	Spne-gki-2	Spne-spi-342	Spne-aroE-5	Spne-ddl-14	Spne-gdh-19	Spne-recP-17	Spne-xpt-22
Spne-ST-7967	Spne-gki-4	Spne-spi-343	Spne-aroE-2	Spne-ddl-29	Spne-gdh-13	Spne-recP-5	Spne-xpt-121
Spne-ST-7968	Spne-gki-4	Spne-spi-344	Spne-aroE-15	Spne-ddl-14	Spne-gdh-29	Spne-recP-21	Spne-xpt-1
Spne-ST-7969	Spne-gki-4	Spne-spi-345	Spne-aroE-8	Spne-ddl-68	Spne-gdh-8	Spne-recP-16	Spne-xpt-1
Spne-ST-7970	Spne-gki-19	Spne-spi-36	Spne-aroE-29	Spne-ddl-31	Spne-gdh-33	Spne-recP-1	Spne-xpt-482
Spne-ST-7971	Spne-gki-4	Spne-spi-39	Spne-aroE-8	Spne-ddl-26	Spne-gdh-8	Spne-recP-15	Spne-xpt-483
Spne-ST-7972	Spne-gki-1	Spne-spi-14	Spne-aroE-7	Spne-ddl-524	Spne-gdh-5	Spne-recP-8	Spne-xpt-11
Spne-ST-7973	Spne-gki-2	Spne-spi-6	Spne-aroE-5	Spne-ddl-525	Spne-gdh-19	Spne-recP-17	Spne-xpt-22
Spne-ST-7974	Spne-gki-4	Spne-spi-39	Spne-aroE-8	Spne-ddl-526	Spne-gdh-8	Spne-recP-15	Spne-xpt-12
Spne-ST-7975	Spne-gki-4	Spne-spi-1	Spne-aroE-8	Spne-ddl-14	Spne-gdh-13	Spne-recP-16	Spne-xpt-6
Spne-ST-7976	Spne-gki-19	Spne-spi-6	Spne-aroE-15	Spne-ddl-26	Spne-gdh-13	Spne-recP-15	Spne-xpt-20
Spne-ST-7977	Spne-gki-4	Spne-spi-335	Spne-aroE-8	Spne-ddl-14	Spne-gdh-29	Spne-recP-21	Spne-xpt-1
Spne-ST-7978	Spne-gki-19	Spne-spi-1	Spne-aroE-15	Spne-ddl-26	Spne-gdh-16	Spne-recP-15	Spne-xpt-20
Spne-ST-7979	Spne-gki-19	Spne-spi-6	Spne-aroE-8	Spne-ddl-102	Spne-gdh-16	Spne-recP-15	Spne-xpt-20
Spne-ST-7980	Spne-gki-1	Spne-spi-6	Spne-aroE-7	Spne-ddl-26	Spne-gdh-16	Spne-recP-1	Spne-xpt-6
Spne-ST-7981	Spne-gki-8	Spne-spi-1	Spne-aroE-10	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-337
Spne-ST-7982	Spne-gki-4	Spne-spi-77	Spne-aroE-8	Spne-ddl-31	Spne-gdh-29	Spne-recP-216	Spne-xpt-103
Spne-ST-7983	Spne-gki-1	Spne-spi-6	Spne-aroE-7	Spne-ddl-14	Spne-gdh-13	Spne-recP-5	Spne-xpt-484
Spne-ST-7984	Spne-gki-9	Spne-spi-25	Spne-aroE-7	Spne-ddl-14	Spne-gdh-75	Spne-recP-6	Spne-xpt-1
Spne-ST-7985	Spne-gki-2	Spne-spi-346	Spne-aroE-10	Spne-ddl-14	Spne-gdh-12	Spne-recP-1	Spne-xpt-28
Spne-ST-7986	Spne-gki-2	Spne-spi-39	Spne-aroE-5	Spne-ddl-14	Spne-gdh-8	Spne-recP-15	Spne-xpt-12
Spne-ST-7987	Spne-gki-19	Spne-spi-347	Spne-aroE-15	Spne-ddl-26	Spne-gdh-16	Spne-recP-15	Spne-xpt-20
Spne-ST-7988	Spne-gki-67	Spne-spi-6	Spne-aroE-61	Spne-ddl-14	Spne-gdh-60	Spne-recP-16	Spne-xpt-104
Spne-ST-7989	Spne-gki-4	Spne-spi-30	Spne-aroE-7	Spne-ddl-384	Spne-gdh-9	Spne-recP-16	Spne-xpt-6
Spne-ST-7990	Spne-gki-4	Spne-spi-14	Spne-aroE-18	Spne-ddl-68	Spne-gdh-12	Spne-recP-44	Spne-xpt-1
Spne-ST-7991	Spne-gki-19	Spne-spi-6	Spne-aroE-15	Spne-ddl-26	Spne-gdh-16	Spne-recP-16	Spne-xpt-20
Spne-ST-7992	Spne-gki-1	Spne-spi-1	Spne-aroE-7	Spne-ddl-14	Spne-gdh-12	Spne-recP-1	Spne-xpt-1
Spne-ST-7993	Spne-gki-10	Spne-spi-6	Spne-aroE-242	Spne-ddl-527	Spne-gdh-11	Spne-recP-1	Spne-xpt-1
Spne-ST-7994	Spne-gki-10	Spne-spi-6	Spne-aroE-242	Spne-ddl-527	Spne-gdh-359	Spne-recP-1	Spne-xpt-1
Spne-ST-7995	Spne-gki-10	Spne-spi-6	Spne-aroE-242	Spne-ddl-106	Spne-gdh-11	Spne-recP-1	Spne-xpt-1
Spne-ST-7996	Spne-gki-4	Spne-spi-5	Spne-aroE-14	Spne-ddl-8	Spne-gdh-5	Spne-recP-5	Spne-xpt-3
Spne-ST-7997	Spne-gki-165	Spne-spi-6	Spne-aroE-2	Spne-ddl-145	Spne-gdh-32	Spne-recP-47	Spne-xpt-112
Spne-ST-7998	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-14	Spne-gdh-11	Spne-recP-18	Spne-xpt-8
Spne-ST-7999	Spne-gki-2	Spne-spi-6	Spne-aroE-26	Spne-ddl-1	Spne-gdh-8	Spne-recP-4	Spne-xpt-1
Spne-ST-8000	Spne-gki-2	Spne-spi-6	Spne-aroE-2	Spne-ddl-1	Spne-gdh-8	Spne-recP-5	Spne-xpt-1
Spne-ST-8001	Spne-gki-2	Spne-spi-6	Spne-aroE-264	Spne-ddl-1	Spne-gdh-8	Spne-recP-4	Spne-xpt-1
Spne-ST-8002	Spne-gki-75	Spne-spi-9	Spne-aroE-1	Spne-ddl-5	Spne-gdh-9	Spne-recP-3	Spne-xpt-115
Spne-ST-8003	Spne-gki-4	Spne-spi-15	Spne-aroE-10	Spne-ddl-28	Spne-gdh-8	Spne-recP-43	Spne-xpt-20
Spne-ST-8004	Spne-gki-4	Spne-spi-6	Spne-aroE-8	Spne-ddl-6	Spne-gdh-10	Spne-recP-43	Spne-xpt-1
Spne-ST-8005	Spne-gki-53	Spne-spi-8	Spne-aroE-5	Spne-ddl-7	Spne-gdh-5	Spne-recP-5	Spne-xpt-14
Spne-ST-8006	Spne-gki-53	Spne-spi-15	Spne-aroE-1	Spne-ddl-8	Spne-gdh-5	Spne-recP-18	Spne-xpt-48
Spne-ST-8007	Spne-gki-1	Spne-spi-49	Spne-aroE-5	Spne-ddl-392	Spne-gdh-5	Spne-recP-10	Spne-xpt-1
Spne-ST-8008	Spne-gki-263	Spne-spi-6	Spne-aroE-15	Spne-ddl-14	Spne-gdh-8	Spne-recP-1	Spne-xpt-104
Spne-ST-8009	Spne-gki-1	Spne-spi-9	Spne-aroE-2	Spne-ddl-14	Spne-gdh-62	Spne-recP-25	Spne-xpt-20
Spne-ST-8010	Spne-gki-8	Spne-spi-9	Spne-aroE-5	Spne-ddl-14	Spne-gdh-8	Spne-recP-66	Spne-xpt-103
Spne-ST-8011	Spne-gki-6	Spne-spi-9	Spne-aroE-5	Spne-ddl-75	Spne-gdh-153	Spne-recP-10	Spne-xpt-1
Spne-ST-8012	Spne-gki-15	Spne-spi-30	Spne-aroE-15	Spne-ddl-4	Spne-gdh-29	Spne-recP-21	Spne-xpt-1
Spne-ST-8013	Spne-gki-162	Spne-spi-6	Spne-aroE-8	Spne-ddl-18	Spne-gdh-5	Spne-recP-4	Spne-xpt-20
Spne-ST-8014	Spne-gki-19	Spne-spi-6	Spne-aroE-15	Spne-ddl-1	Spne-gdh-5	Spne-recP-15	Spne-xpt-20
Spne-ST-8015	Spne-gki-7	Spne-spi-10	Spne-aroE-1	Spne-ddl-1	Spne-gdh-5	Spne-recP-16	Spne-xpt-1
Spne-ST-8016	Spne-gki-2	Spne-spi-6	Spne-aroE-2	Spne-ddl-97	Spne-gdh-19	Spne-recP-17	Spne-xpt-22
Spne-ST-8017	Spne-gki-10	Spne-spi-6	Spne-aroE-18	Spne-ddl-14	Spne-gdh-11	Spne-recP-1	Spne-xpt-77
Spne-ST-8018	Spne-gki-8	Spne-spi-1	Spne-aroE-8	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-6
Spne-ST-8019	Spne-gki-36	Spne-spi-17	Spne-aroE-2	Spne-ddl-14	Spne-gdh-5	Spne-recP-12	Spne-xpt-12
Spne-ST-8020	Spne-gki-7	Spne-spi-8	Spne-aroE-5	Spne-ddl-7	Spne-gdh-5	Spne-recP-4	Spne-xpt-5
Spne-ST-8021	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-1	Spne-gdh-11	Spne-recP-1	Spne-xpt-22
Spne-ST-8022	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-1	Spne-gdh-5	Spne-recP-18	Spne-xpt-22
Spne-ST-8023	Spne-gki-2	Spne-spi-6	Spne-aroE-2	Spne-ddl-6	Spne-gdh-13	Spne-recP-15	Spne-xpt-1
Spne-ST-8024	Spne-gki-29	Spne-spi-42	Spne-aroE-2	Spne-ddl-20	Spne-gdh-5	Spne-recP-16	Spne-xpt-3
Spne-ST-8025	Spne-gki-41	Spne-spi-9	Spne-aroE-1	Spne-ddl-18	Spne-gdh-5	Spne-recP-5	Spne-xpt-1
Spne-ST-8026	Spne-gki-4	Spne-spi-9	Spne-aroE-13	Spne-ddl-18	Spne-gdh-8	Spne-recP-5	Spne-xpt-1
Spne-ST-8027	Spne-gki-6	Spne-spi-9	Spne-aroE-5	Spne-ddl-368	Spne-gdh-5	Spne-recP-1	Spne-xpt-1
Spne-ST-8028	Spne-gki-9	Spne-spi-94	Spne-aroE-2	Spne-ddl-20	Spne-gdh-5	Spne-recP-12	Spne-xpt-1
Spne-ST-8029	Spne-gki-9	Spne-spi-6	Spne-aroE-1	Spne-ddl-6	Spne-gdh-8	Spne-recP-9	Spne-xpt-20
Spne-ST-8030	Spne-gki-9	Spne-spi-6	Spne-aroE-14	Spne-ddl-6	Spne-gdh-8	Spne-recP-2	Spne-xpt-4
Spne-ST-8031	Spne-gki-2	Spne-spi-19	Spne-aroE-7	Spne-ddl-14	Spne-gdh-13	Spne-recP-5	Spne-xpt-26
Spne-ST-8032	Spne-gki-44	Spne-spi-21	Spne-aroE-6	Spne-ddl-27	Spne-gdh-15	Spne-recP-4	Spne-xpt-6
Spne-ST-8033	Spne-gki-11	Spne-spi-1	Spne-aroE-7	Spne-ddl-177	Spne-gdh-7	Spne-recP-10	Spne-xpt-6
Spne-ST-8034	Spne-gki-29	Spne-spi-21	Spne-aroE-10	Spne-ddl-1	Spne-gdh-15	Spne-recP-4	Spne-xpt-30
Spne-ST-8035	Spne-gki-13	Spne-spi-5	Spne-aroE-12	Spne-ddl-38	Spne-gdh-10	Spne-recP-53	Spne-xpt-72
Spne-ST-8036	Spne-gki-60	Spne-spi-10	Spne-aroE-23	Spne-ddl-14	Spne-gdh-2	Spne-recP-4	Spne-xpt-6
Spne-ST-8037	Spne-gki-11	Spne-spi-3	Spne-aroE-27	Spne-ddl-14	Spne-gdh-43	Spne-recP-6	Spne-xpt-11
Spne-ST-8038	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-14	Spne-gdh-11	Spne-recP-1	Spne-xpt-485
Spne-ST-8039	Spne-gki-83	Spne-spi-7	Spne-aroE-7	Spne-ddl-9	Spne-gdh-57	Spne-recP-28	Spne-xpt-19
Spne-ST-8040	Spne-gki-29	Spne-spi-6	Spne-aroE-6	Spne-ddl-9	Spne-gdh-57	Spne-recP-2	Spne-xpt-112
Spne-ST-8041	Spne-gki-29	Spne-spi-27	Spne-aroE-7	Spne-ddl-74	Spne-gdh-57	Spne-recP-1	Spne-xpt-1
Spne-ST-8042	Spne-gki-29	Spne-spi-7	Spne-aroE-6	Spne-ddl-9	Spne-gdh-57	Spne-recP-28	Spne-xpt-1
Spne-ST-8043	Spne-gki-1	Spne-spi-7	Spne-aroE-6	Spne-ddl-14	Spne-gdh-8	Spne-recP-28	Spne-xpt-16
Spne-ST-8044	Spne-gki-4	Spne-spi-6	Spne-aroE-6	Spne-ddl-28	Spne-gdh-57	Spne-recP-28	Spne-xpt-358
Spne-ST-8045	Spne-gki-83	Spne-spi-7	Spne-aroE-7	Spne-ddl-14	Spne-gdh-57	Spne-recP-28	Spne-xpt-19
Spne-ST-8046	Spne-gki-34	Spne-spi-6	Spne-aroE-6	Spne-ddl-9	Spne-gdh-57	Spne-recP-5	Spne-xpt-1
Spne-ST-8047	Spne-gki-29	Spne-spi-7	Spne-aroE-6	Spne-ddl-74	Spne-gdh-10	Spne-recP-1	Spne-xpt-122
Spne-ST-8048	Spne-gki-1	Spne-spi-42	Spne-aroE-60	Spne-ddl-28	Spne-gdh-82	Spne-recP-1	Spne-xpt-21
Spne-ST-8049	Spne-gki-9	Spne-spi-17	Spne-aroE-2	Spne-ddl-6	Spne-gdh-8	Spne-recP-10	Spne-xpt-3
Spne-ST-8050	Spne-gki-4	Spne-spi-2	Spne-aroE-54	Spne-ddl-269	Spne-gdh-5	Spne-recP-4	Spne-xpt-142
Spne-ST-8051	Spne-gki-4	Spne-spi-7	Spne-aroE-8	Spne-ddl-28	Spne-gdh-38	Spne-recP-3	Spne-xpt-358
Spne-ST-8052	Spne-gki-1	Spne-spi-6	Spne-aroE-7	Spne-ddl-17	Spne-gdh-20	Spne-recP-2	Spne-xpt-1
Spne-ST-8053	Spne-gki-36	Spne-spi-7	Spne-aroE-8	Spne-ddl-6	Spne-gdh-5	Spne-recP-3	Spne-xpt-1
Spne-ST-8054	Spne-gki-4	Spne-spi-15	Spne-aroE-2	Spne-ddl-31	Spne-gdh-8	Spne-recP-41	Spne-xpt-4
Spne-ST-8055	Spne-gki-1	Spne-spi-6	Spne-aroE-7	Spne-ddl-14	Spne-gdh-13	Spne-recP-1	Spne-xpt-1
Spne-ST-8056	Spne-gki-25	Spne-spi-10	Spne-aroE-7	Spne-ddl-21	Spne-gdh-2	Spne-recP-1	Spne-xpt-21
Spne-ST-8057	Spne-gki-4	Spne-spi-6	Spne-aroE-243	Spne-ddl-31	Spne-gdh-13	Spne-recP-11	Spne-xpt-14
Spne-ST-8058	Spne-gki-4	Spne-spi-1	Spne-aroE-1	Spne-ddl-6	Spne-gdh-8	Spne-recP-1	Spne-xpt-486
Spne-ST-8059	Spne-gki-4	Spne-spi-32	Spne-aroE-25	Spne-ddl-528	Spne-gdh-31	Spne-recP-16	Spne-xpt-28
Spne-ST-8060	Spne-gki-4	Spne-spi-10	Spne-aroE-8	Spne-ddl-6	Spne-gdh-4	Spne-recP-10	Spne-xpt-14
Spne-ST-8061	Spne-gki-1	Spne-spi-16	Spne-aroE-2	Spne-ddl-14	Spne-gdh-5	Spne-recP-217	Spne-xpt-3
Spne-ST-8062	Spne-gki-4	Spne-spi-15	Spne-aroE-7	Spne-ddl-28	Spne-gdh-5	Spne-recP-4	Spne-xpt-10
Spne-ST-8063	Spne-gki-1	Spne-spi-6	Spne-aroE-5	Spne-ddl-4	Spne-gdh-6	Spne-recP-2	Spne-xpt-488
Spne-ST-8064	Spne-gki-4	Spne-spi-6	Spne-aroE-244	Spne-ddl-8	Spne-gdh-9	Spne-recP-1	Spne-xpt-116
Spne-ST-8065	Spne-gki-19	Spne-spi-16	Spne-aroE-2	Spne-ddl-14	Spne-gdh-5	Spne-recP-12	Spne-xpt-487
Spne-ST-8066	Spne-gki-13	Spne-spi-16	Spne-aroE-245	Spne-ddl-20	Spne-gdh-8	Spne-recP-5	Spne-xpt-4
Spne-ST-8067	Spne-gki-8	Spne-spi-6	Spne-aroE-18	Spne-ddl-46	Spne-gdh-13	Spne-recP-6	Spne-xpt-6
Spne-ST-8068	Spne-gki-4	Spne-spi-13	Spne-aroE-10	Spne-ddl-529	Spne-gdh-5	Spne-recP-5	Spne-xpt-10
Spne-ST-8069	Spne-gki-2	Spne-spi-6	Spne-aroE-8	Spne-ddl-17	Spne-gdh-9	Spne-recP-1	Spne-xpt-146
Spne-ST-8070	Spne-gki-29	Spne-spi-16	Spne-aroE-2	Spne-ddl-14	Spne-gdh-5	Spne-recP-12	Spne-xpt-487
Spne-ST-8071	Spne-gki-2	Spne-spi-281	Spne-aroE-2	Spne-ddl-1	Spne-gdh-8	Spne-recP-4	Spne-xpt-1
Spne-ST-8072	Spne-gki-8	Spne-spi-10	Spne-aroE-7	Spne-ddl-17	Spne-gdh-5	Spne-recP-5	Spne-xpt-58
Spne-ST-8073	Spne-gki-84	Spne-spi-2	Spne-aroE-8	Spne-ddl-59	Spne-gdh-10	Spne-recP-1	Spne-xpt-14
Spne-ST-8074	Spne-gki-4	Spne-spi-17	Spne-aroE-7	Spne-ddl-5	Spne-gdh-11	Spne-recP-1	Spne-xpt-489
Spne-ST-8075	Spne-gki-4	Spne-spi-25	Spne-aroE-7	Spne-ddl-9	Spne-gdh-8	Spne-recP-15	Spne-xpt-490
Spne-ST-8076	Spne-gki-4	Spne-spi-30	Spne-aroE-15	Spne-ddl-520	Spne-gdh-29	Spne-recP-21	Spne-xpt-352
Spne-ST-8077	Spne-gki-4	Spne-spi-36	Spne-aroE-7	Spne-ddl-8	Spne-gdh-14	Spne-recP-12	Spne-xpt-1
Spne-ST-8078	Spne-gki-1	Spne-spi-1	Spne-aroE-1	Spne-ddl-14	Spne-gdh-5	Spne-recP-12	Spne-xpt-80
Spne-ST-8079	Spne-gki-4	Spne-spi-10	Spne-aroE-1	Spne-ddl-8	Spne-gdh-48	Spne-recP-1	Spne-xpt-1
Spne-ST-8080	Spne-gki-8	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-246
Spne-ST-8081	Spne-gki-2	Spne-spi-19	Spne-aroE-11	Spne-ddl-1	Spne-gdh-8	Spne-recP-4	Spne-xpt-1
Spne-ST-8082	Spne-gki-1	Spne-spi-13	Spne-aroE-7	Spne-ddl-15	Spne-gdh-10	Spne-recP-2	Spne-xpt-1
Spne-ST-8083	Spne-gki-59	Spne-spi-1	Spne-aroE-7	Spne-ddl-370	Spne-gdh-13	Spne-recP-6	Spne-xpt-246
Spne-ST-8084	Spne-gki-62	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-155
Spne-ST-8085	Spne-gki-8	Spne-spi-10	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-246
Spne-ST-8086	Spne-gki-62	Spne-spi-1	Spne-aroE-13	Spne-ddl-15	Spne-gdh-10	Spne-recP-1	Spne-xpt-1
Spne-ST-8087	Spne-gki-4	Spne-spi-10	Spne-aroE-1	Spne-ddl-8	Spne-gdh-47	Spne-recP-1	Spne-xpt-1
Spne-ST-8088	Spne-gki-2	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-4	Spne-xpt-3
Spne-ST-8089	Spne-gki-29	Spne-spi-10	Spne-aroE-2	Spne-ddl-271	Spne-gdh-5	Spne-recP-12	Spne-xpt-246
Spne-ST-8090	Spne-gki-9	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-246
Spne-ST-8091	Spne-gki-8	Spne-spi-22	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-246
Spne-ST-8092	Spne-gki-10	Spne-spi-6	Spne-aroE-7	Spne-ddl-14	Spne-gdh-8	Spne-recP-1	Spne-xpt-1
Spne-ST-8093	Spne-gki-8	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-1	Spne-xpt-1
Spne-ST-8094	Spne-gki-4	Spne-spi-6	Spne-aroE-2	Spne-ddl-9	Spne-gdh-61	Spne-recP-1	Spne-xpt-22
Spne-ST-8095	Spne-gki-4	Spne-spi-30	Spne-aroE-15	Spne-ddl-15	Spne-gdh-61	Spne-recP-21	Spne-xpt-1
Spne-ST-8096	Spne-gki-4	Spne-spi-1	Spne-aroE-7	Spne-ddl-14	Spne-gdh-13	Spne-recP-12	Spne-xpt-1
Spne-ST-8097	Spne-gki-257	Spne-spi-8	Spne-aroE-5	Spne-ddl-7	Spne-gdh-49	Spne-recP-5	Spne-xpt-344
Spne-ST-8098	Spne-gki-29	Spne-spi-9	Spne-aroE-11	Spne-ddl-5	Spne-gdh-5	Spne-recP-12	Spne-xpt-3
Spne-ST-8099	Spne-gki-19	Spne-spi-6	Spne-aroE-15	Spne-ddl-26	Spne-gdh-5	Spne-recP-5	Spne-xpt-20
Spne-ST-8100	Spne-gki-4	Spne-spi-30	Spne-aroE-15	Spne-ddl-15	Spne-gdh-5	Spne-recP-21	Spne-xpt-1
Spne-ST-8101	Spne-gki-8	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-22
Spne-ST-8102	Spne-gki-4	Spne-spi-10	Spne-aroE-7	Spne-ddl-18	Spne-gdh-5	Spne-recP-18	Spne-xpt-3
Spne-ST-8103	Spne-gki-4	Spne-spi-101	Spne-aroE-246	Spne-ddl-67	Spne-gdh-31	Spne-recP-16	Spne-xpt-28
Spne-ST-8104	Spne-gki-1	Spne-spi-13	Spne-aroE-7	Spne-ddl-8	Spne-gdh-5	Spne-recP-1	Spne-xpt-1
Spne-ST-8105	Spne-gki-13	Spne-spi-17	Spne-aroE-13	Spne-ddl-17	Spne-gdh-8	Spne-recP-5	Spne-xpt-4
Spne-ST-8106	Spne-gki-15	Spne-spi-6	Spne-aroE-1	Spne-ddl-6	Spne-gdh-8	Spne-recP-2	Spne-xpt-491
Spne-ST-8107	Spne-gki-19	Spne-spi-10	Spne-aroE-7	Spne-ddl-14	Spne-gdh-9	Spne-recP-1	Spne-xpt-48
Spne-ST-8108	Spne-gki-29	Spne-spi-16	Spne-aroE-11	Spne-ddl-14	Spne-gdh-5	Spne-recP-1	Spne-xpt-26
Spne-ST-8109	Spne-gki-29	Spne-spi-16	Spne-aroE-11	Spne-ddl-14	Spne-gdh-5	Spne-recP-12	Spne-xpt-26
Spne-ST-8110	Spne-gki-4	Spne-spi-6	Spne-aroE-10	Spne-ddl-14	Spne-gdh-8	Spne-recP-35	Spne-xpt-20
Spne-ST-8111	Spne-gki-8	Spne-spi-1	Spne-aroE-7	Spne-ddl-8	Spne-gdh-15	Spne-recP-6	Spne-xpt-246
Spne-ST-8112	Spne-gki-36	Spne-spi-17	Spne-aroE-2	Spne-ddl-1	Spne-gdh-5	Spne-recP-12	Spne-xpt-21
Spne-ST-8113	Spne-gki-9	Spne-spi-2	Spne-aroE-8	Spne-ddl-101	Spne-gdh-37	Spne-recP-29	Spne-xpt-12
Spne-ST-8114	Spne-gki-8	Spne-spi-3	Spne-aroE-11	Spne-ddl-8	Spne-gdh-13	Spne-recP-6	Spne-xpt-6
Spne-ST-8115	Spne-gki-4	Spne-spi-18	Spne-aroE-1	Spne-ddl-442	Spne-gdh-1	Spne-recP-1	Spne-xpt-58
Spne-ST-8116	Spne-gki-1	Spne-spi-6	Spne-aroE-2	Spne-ddl-6	Spne-gdh-360	Spne-recP-43	Spne-xpt-31
Spne-ST-8117	Spne-gki-1	Spne-spi-1	Spne-aroE-8	Spne-ddl-30	Spne-gdh-10	Spne-recP-1	Spne-xpt-26
Spne-ST-8118	Spne-gki-14	Spne-spi-1	Spne-aroE-8	Spne-ddl-14	Spne-gdh-13	Spne-recP-218	Spne-xpt-4
Spne-ST-8119	Spne-gki-2	Spne-spi-6	Spne-aroE-2	Spne-ddl-1	Spne-gdh-8	Spne-recP-4	Spne-xpt-492
Spne-ST-8120	Spne-gki-4	Spne-spi-6	Spne-aroE-13	Spne-ddl-120	Spne-gdh-8	Spne-recP-16	Spne-xpt-1
Spne-ST-8121	Spne-gki-14	Spne-spi-17	Spne-aroE-8	Spne-ddl-14	Spne-gdh-361	Spne-recP-4	Spne-xpt-4
Spne-ST-8122	Spne-gki-5	Spne-spi-7	Spne-aroE-6	Spne-ddl-257	Spne-gdh-5	Spne-recP-1	Spne-xpt-11
Spne-ST-8123	Spne-gki-2	Spne-spi-1	Spne-aroE-8	Spne-ddl-22	Spne-gdh-10	Spne-recP-16	Spne-xpt-26
